wavelength,intensities
187.18712000000002,398.8576338175152
187.65076699607755,405.4890121789942
188.11437307657656,419.43575274559754
188.57793822989632,434.13346985973334
189.0414624444363,442.21513761140983
189.5049457085959,443.9982440709586
189.96838801077445,442.23616377020625
190.43178933937145,440.61358671510544
190.89514968278627,442.68303771759025
191.35846902941833,448.555736208259
191.82174736766703,454.87144115317307
192.28498468593168,457.257941439185
192.7481809726118,457.0499108328381
193.2113362161067,456.858193577475
193.67445040481584,458.5051162572964
194.13752352713865,459.339303431546
194.60055557147442,456.9693974251262
195.0635465262226,469.8311087123462
195.5264963797827,481.94868491669575
195.98940512055404,484.41883999833607
196.452272736936,493.5712411390272
196.91509921732796,500.46371272818794
197.37788455012944,502.9580019633362
197.84062872373968,504.4598146376072
198.3033317265582,507.547003269801
198.7659935469844,510.2248459408436
199.22861417341758,510.6187258827908
199.6911935942573,514.4490445225914
200.15373179790276,519.3024698285876
200.6162287727536,520.9460451897984
201.078684507209,539.9674844363285
201.54109898966846,334.2820392192106
202.0034722085315,118.85860027386802
202.46580415219728,135.25599461979266
202.9280948090654,151.12290846044598
203.39034416753515,156.09002816590066
203.85255221600596,150.09290208759802
204.31471894287722,148.3197819496824
204.77684433654844,145.97300178755083
205.23892838541886,142.63534664352156
205.700971077888,146.95109390943614
206.16297240235514,147.8701053220949
206.62493234721984,147.3603781902051
207.08685090088144,159.78863180035734
207.54872805173932,170.06677999838544
208.01056378819288,175.21177711075327
208.4723580986415,178.23175670910732
208.93411097148464,178.86352714204688
209.39582239512168,183.19056612370164
209.85749235795197,184.3630982015885
210.31912084837498,185.15341446949964
210.7807078547901,189.43419003973497
211.24225336559672,187.1962242896034
211.7037573691942,184.39081827492097
212.16521985398208,192.14885830618
212.6266408083597,198.65317809923397
213.0880202207263,195.1295230506258
213.54935807948144,189.10290364180534
214.01065437302444,186.14436444225095
214.4719090897549,184.36377561824386
214.933122218072,180.79666478670543
215.39429374637524,172.80792177565232
215.85542366306393,159.55904474923673
216.31651195653762,147.2985112806064
216.77755861519566,138.46865998965052
217.23856362743734,135.80371603070037
217.69952698166225,139.74930486348822
218.1604486662696,143.56082181107078
218.6213286696589,149.42046642741275
219.08216698022963,153.1792677923662
219.54296358638106,157.98579722624365
220.00371847651246,164.08575866560187
220.46443163902362,163.62514402586382
220.92510306231364,162.74086513655016
221.38573273478204,162.9580436702103
221.84632064482815,165.7758057101904
222.30686678085138,170.66738425361405
222.76737113125117,162.75943126140567
223.22783368442697,153.48766688335078
223.68825442877807,149.75569437544596
224.14863335270405,140.5629333532775
224.608970444604,134.0125067691388
225.06926569287768,132.8585287036009
225.52951908592422,131.78958191265508
225.98973061214315,125.222871831486
226.44990025993386,118.94251592998984
226.9100280176958,119.2071176378656
227.37011387382816,120.4813434665745
227.83015781673063,118.05752363248838
228.29015983480238,115.69282763521491
228.75011991644303,125.70155426504468
229.21003805005174,140.01437964905193
229.66991422402813,141.9564606272524
230.12974842677139,138.74271454889427
230.58954064668112,135.73262919516299
231.04929087215663,138.32931955395586
231.50899909159733,149.42274504248405
231.9686652934026,157.10138867368775
232.42828946597186,162.509737107694
232.88787159770456,163.80299305182038
233.3474116769999,156.6890037349041
233.80690969225768,152.1858664569703
234.26636563187688,150.4139757018317
234.72577948425717,141.9443438243699
235.18515123779792,135.4542340495364
235.64448088089833,139.35409565552058
236.103768401958,142.43708891285152
236.56301378937636,139.53740327429534
237.02221703155266,134.946818175411
237.48137811688642,132.16684614834313
237.94049703377692,127.51000852935466
238.3995737706237,125.55933377944811
238.85860831582616,126.75749940837719
239.31760065778366,126.3347854797489
239.7765507848954,125.39718565999077
240.2354586855611,126.8980367863297
240.69432434818006,134.38043289716495
241.15314776115156,140.68125106227828
241.61192891287513,144.57415231357868
242.07066779175014,145.10924607849452
242.52936438617598,144.2148653310355
242.9880186845521,142.95246420696762
243.44663067527785,138.56924095866785
243.90520034675254,135.08080892640237
244.36372768737579,137.47366104851798
244.82221268554687,140.18045783335657
245.2806553296652,135.59803285147416
245.73905560813017,136.1794268734274
246.1974135093412,133.6497070285032
246.65572902169765,124.90344065586319
247.11400213359894,116.34029128902928
247.5722328334446,108.52468935805884
248.03042110963386,105.93403115891877
248.48856695056614,103.4194615775796
248.94667034464098,98.92033787204423
249.40473128025764,93.17531785574425
249.86274974581553,87.7640543665185
250.32072572971407,82.54981110195502
250.77865922035286,83.27703432196803
251.23655020613094,86.1443450031736
251.69439867544796,85.80539690788001
252.1522046167033,83.45318633263375
252.60996801829626,81.18040623498388
253.06768886862636,80.77890377493777
253.52536715609293,86.76883477755538
253.98300286909534,92.57255986933316
254.44059599603312,89.23277903424943
254.89814652530552,81.50989973750605
255.355654445312,80.36870211863915
255.81311974445205,83.15499531230034
256.270542411125,73.03969236228578
256.72792243373027,57.457643245253166
257.1852598006671,48.32672845682581
257.64255450033517,47.17400125165247
258.09980652113376,50.1598657581896
258.55701585146215,51.513828907535895
259.01418247971986,47.63160185869207
259.47130639430634,48.65550535013951
259.9283875836209,64.7881183805487
260.38542603606305,74.8370060974185
260.84242174003197,72.55264154819936
261.2993746839274,72.48625065562071
261.7562848561484,73.22853501195449
262.21315224509453,71.0797214817031
262.6699768391652,67.1383320889655
263.1267586267599,57.54022300815635
263.58349759627777,47.80726418467905
264.0401937361185,51.06823798134458
